Dosage,DosageFreq,Formulation_ Liquid,Formulation_Capsule ,Formulation_Cream,Formulation_Eyedrop,Formulation_Inhaler,Formulation_Liquid,Formulation_Ointment,Formulation_Other,Formulation_Others,Formulation_Spray,Formulation_Tablet,Brand_Names_,Drug_Name_
0,3,0,0,0,0,0,0,0,1,0,0,0,Mometavet,Clotrimazole
0,1,0,0,0,1,0,0,0,0,0,0,0,Tobrex,Tobramycin
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Dymista,Fluticasone
0.75%,3,0,0,1,0,0,0,0,0,0,0,0,Pylera,Metronidazole
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,Zmax,Azithromycin
25 MG/ML,3,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
50 MG/ML,3,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
0,1,0,0,0,1,0,0,0,0,0,0,0,Tobradex,Tobramycin
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Flovent,Fluticasone
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,Zmax,Azithromycin
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Motrin,Ibuprofen
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,Accuneb,Salbutamol
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Armonair,Fluticasone
800 MG,1,0,0,0,0,0,0,0,0,0,0,1,Duexis,Ibuprofen
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
10 MG,1,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
100 MG ,2,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
10 MG,2,0,0,0,0,0,0,0,0,0,0,1,Cleartime Indoor & Outdoor Allergies,Loratadine
0,1,0,0,0,1,0,0,0,0,0,0,0,Tobradex,Tobramycin
10 MG,1,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Tarpeyo,Budesonide
400 MG,2,0,0,0,0,0,0,0,0,0,0,1,Clavamox,Amoxicillin
100 MG ,2,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
400 MG,3,0,0,0,0,0,0,0,0,0,0,1,Augmentin,Amoxicillin
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Nyamyc,Nystatin
10 MG,3,0,0,0,0,0,0,0,0,0,0,1,Wal-itin D,Loratadine
800 MG,1,0,0,0,0,0,0,0,0,0,0,1,Duexis,Ibuprofen
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
250MG/ 5ML ,1,0,0,0,0,0,1,0,0,0,0,0,Paracip,Paracetamol
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Vanamine,Diphenhydramine
0,1,0,0,0,0,0,0,1,0,0,0,0,Prednistab,Prednisolone
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
10 MG,1,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
0,3,0,0,0,0,0,0,0,0,0,1,0,Critic-Aid Clear,Miconazole
0,2,0,0,0,0,0,0,1,0,0,0,0,Pediapred,Prednisolone
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
0,2,0,0,0,0,0,0,0,0,0,1,0,Tineacide Antifungal Reformulated Jun 2013,Miconazole
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,Proventil,Salbutamol
800 MG,1,0,0,0,0,0,0,0,0,0,0,1,Vicoprofen,Ibuprofen
10 MG,3,0,0,0,0,0,0,0,0,0,0,1,Alavert,Loratadine
0,1,0,0,0,1,0,0,0,0,0,0,0,Tobradex,Tobramycin
50 MG,3,0,1,0,0,0,0,0,0,0,0,0,Legatrin PM,Diphenhydramine
0,1,0,0,0,1,0,0,0,0,0,0,0,Tobi,Tobramycin
0,2,0,0,0,0,0,0,0,1,0,0,0,Lotrimin,Clotrimazole
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
3 MG,2,0,1,0,0,0,0,0,0,0,0,0,Symbicort,Budesonide
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Umbrellin,Amoxicillin
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Augmentin,Amoxicillin
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Nyamyc,Nystatin
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,Airsupra,Salbutamol
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
0.75%,1,0,0,1,0,0,0,0,0,0,0,0,Flagyl,Metronidazole
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Pulmicort,Budesonide
250MG/ 5ML ,2,0,0,0,0,0,1,0,0,0,0,0,Panadol,Paracetamol
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
800 MG,1,0,0,0,0,0,0,0,0,0,0,1,Caldolor,Ibuprofen
10 MG,3,0,0,0,0,0,0,0,0,0,0,1,Claritin,Loratadine
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Dymista,Fluticasone
0,3,0,0,0,0,0,0,0,1,0,0,0,Fungicure Solution,Clotrimazole
0,1,0,0,0,0,0,0,0,1,0,0,0,Cruex Antifungal,Clotrimazole
50 MG/ML,3,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
0,1,0,0,0,0,0,0,1,0,0,0,0,Pred Forte,Prednisolone
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
0.75%,3,0,0,1,0,0,0,0,0,0,0,0,MetroLotion,Metronidazole
0,2,0,0,0,0,0,0,0,0,0,1,0,Micaderm,Miconazole
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,DuoNeb,Salbutamol
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Breztri,Budesonide
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
10 MG,1,0,0,0,0,0,0,0,0,0,0,1,Alavert D,Loratadine
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,DuoNeb,Salbutamol
50 MG,3,0,1,0,0,0,0,0,0,0,0,0,Genahist,Diphenhydramine
0,2,0,0,0,0,0,0,0,0,0,1,0,MacerRx,Miconazole
10 MG,1,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
100 MG ,3,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Xhance,Fluticasone
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
0,1,0,0,0,0,0,0,0,1,0,0,0,Fungistat,Clotrimazole
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,AirDuo,Fluticasone
800 MG,2,0,0,0,0,0,0,0,0,0,0,1,Wal-Profen,Ibuprofen
800 MG,1,0,0,0,0,0,0,0,0,0,0,1,Advil,Ibuprofen
3 MG,2,0,1,0,0,0,0,0,0,0,0,0,Breztri,Budesonide
400 MG,2,0,0,0,0,0,0,0,0,0,0,1,Talicia,Amoxicillin
50 MG,3,0,1,0,0,0,0,0,0,0,0,0,Calagel,Diphenhydramine
10 MG,2,0,0,0,0,0,0,0,0,0,0,1,Allerclear,Loratadine
0,2,0,0,0,0,0,0,0,0,0,1,0,Desenex,Miconazole
 0.25 MG/ACTUAT,1,0,0,0,0,1,0,0,0,0,0,0,Armonair,Fluticasone
800 MG,1,0,0,0,0,0,0,0,0,0,0,1,Ibu,Ibuprofen
50 MG,3,0,1,0,0,0,0,0,0,0,0,0,Acetadryl,Diphenhydramine
0,2,0,0,0,0,0,0,1,0,0,0,0,Pred Forte,Prednisolone
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,Zmax,Azithromycin
0,3,0,0,0,0,0,0,0,1,0,0,0,Fungistat,Clotrimazole
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,Wal-Dryl,Diphenhydramine
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
50 MG/ML,3,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
0,1,0,0,0,1,0,0,0,0,0,0,0,Tobradex,Tobramycin
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Breyna,Budesonide
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
0,2,0,0,0,1,0,0,0,0,0,0,0,Tobradex,Tobramycin
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,Proventil,Salbutamol
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
0,2,0,0,0,0,0,0,0,1,0,0,0,Fungistat,Clotrimazole
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,Sleep-Eze,Diphenhydramine
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Vanamine,Diphenhydramine
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Dymista,Fluticasone
0,3,0,0,0,0,0,0,1,0,0,0,0,Blephamide,Prednisolone
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
800 MG,2,0,0,0,0,0,0,0,0,0,0,1,Counteract IB,Ibuprofen
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Clavacillin,Amoxicillin
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,DuoNeb,Salbutamol
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Ibudone,Ibuprofen
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
0,3,0,0,0,0,0,0,0,0,0,1,0,Monistat,Miconazole
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Aleve PM,Diphenhydramine
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,Wal-Dryl,Diphenhydramine
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Moxatag,Amoxicillin
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,Proventil,Salbutamol
0,2,0,0,0,0,0,0,0,1,0,0,0,Jock-Eze,Clotrimazole
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Samson 8,Ibuprofen
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Advil,Ibuprofen
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Paracip,Paracetamol
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
0,2,0,0,0,0,0,0,0,1,0,0,0,Tri-Otic for Canines,Clotrimazole
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
800 MG,1,0,0,0,0,0,0,0,0,0,0,1,Motrin,Ibuprofen
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Vicoprofen,Ibuprofen
10 MG,2,0,0,0,0,0,0,0,0,0,0,1,Cleartime Indoor & Outdoor Allergies,Loratadine
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
250MG/ 5ML ,2,0,0,0,0,0,1,0,0,0,0,0,Panadol,Paracetamol
0,2,0,0,0,0,0,0,0,1,0,0,0,Mometamax,Clotrimazole
0,3,0,0,0,0,0,0,0,0,0,1,0,Conazol Miconazole,Miconazole
0,1,0,0,0,0,0,0,0,1,0,0,0,Dermatin,Clotrimazole
0,3,0,0,0,1,0,0,0,0,0,0,0,Kitabis,Tobramycin
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Talicia,Amoxicillin
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
10 MG,1,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,Zmax,Azithromycin
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
10 MG,2,0,0,0,0,0,0,0,0,0,0,1,Allerclear,Loratadine
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
400 MG,3,0,0,0,0,0,0,0,0,0,0,1,Talicia,Amoxicillin
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
0,3,0,0,0,0,0,0,1,0,0,0,0,Blephamide,Prednisolone
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Cutivate,Fluticasone
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
0,2,0,0,0,0,0,0,0,0,0,1,0,MiconaHex+Triz,Miconazole
250MG/ 5ML ,2,0,0,0,0,0,1,0,0,0,0,0,Paracip,Paracetamol
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Advair,Fluticasone
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
100 MG ,2,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,Acetadryl,Diphenhydramine
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
0,2,0,0,0,0,0,0,1,0,0,0,0,Blephamide,Prednisolone
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
0,1,0,0,0,0,0,0,0,1,0,0,0,Alevazol,Clotrimazole
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Nyamyc,Nystatin
0,3,0,0,0,0,0,0,0,0,0,1,0,Conazol Miconazole,Miconazole
40 MG/ML,3,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,DuoNeb,Salbutamol
50 MG,3,0,1,0,0,0,0,0,0,0,0,0,Acetadryl,Diphenhydramine
0,1,0,0,0,0,0,0,0,0,0,1,0,Dermagran,Miconazole
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
0,2,0,0,0,0,0,0,0,1,0,0,0,Mometazole,Clotrimazole
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
0,2,0,0,0,0,0,0,0,1,0,0,0,Otomax,Clotrimazole
25 MG/ML,1,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
0,2,0,0,0,0,0,0,1,0,0,0,0,Prednistab,Prednisolone
0,3,0,0,0,1,0,0,0,0,0,0,0,Bethkis,Tobramycin
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,ProAir,Salbutamol
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Entocort,Budesonide
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Wal-Dryl-D,Diphenhydramine
 0.25 MG/ACTUAT,1,0,0,0,0,1,0,0,0,0,0,0,Xhance,Fluticasone
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
0,2,0,0,0,0,0,0,0,1,0,0,0,Tri-Otic for Canines,Clotrimazole
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,Ventolin,Salbutamol
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Flonase Sensimist,Fluticasone
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Fluticare,Fluticasone
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Kids-Eeze Allergy,Diphenhydramine
0,3,0,0,0,0,0,0,1,0,0,0,0,Temaril-P,Prednisolone
0,1,0,0,0,0,0,0,0,0,0,1,0,Ting AF,Miconazole
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Breo,Fluticasone
100 MG ,3,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
0,1,0,0,0,0,0,0,1,0,0,0,0,Prednistab,Prednisolone
0,3,0,0,0,1,0,0,0,0,0,0,0,Tobradex,Tobramycin
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Dolo,Paracetamol
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Dolo,Paracetamol
10 MG,2,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
3 MG,2,0,1,0,0,0,0,0,0,0,0,0,Tarpeyo,Budesonide
0,1,0,0,0,0,0,0,0,1,0,0,0,Cruex Antifungal,Clotrimazole
25 MG/ML,3,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
100 MG ,3,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
0,2,0,0,0,0,0,0,0,1,0,0,0,Jock-Eze,Clotrimazole
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Nyamyc,Nystatin
0.75%,1,0,0,1,0,0,0,0,0,0,0,0,MetroGel,Metronidazole
0,3,0,0,0,0,0,0,1,0,0,0,0,Pred Mild,Prednisolone
0,3,0,0,0,1,0,0,0,0,0,0,0,Tobrex,Tobramycin
0,1,0,0,0,0,0,0,0,0,0,1,0,Zeasorb,Miconazole
10 MG,1,0,0,0,0,0,0,0,0,0,0,1,Claritin,Loratadine
100 MG ,2,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
10 MG,1,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Moxatag,Amoxicillin
50 MG/ML,3,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
0.75%,1,0,0,1,0,0,0,0,0,0,0,0,MetroLotion,Metronidazole
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
10 MG,1,0,0,0,0,0,0,0,0,0,0,1,Loradamed,Loratadine
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,Siladryl,Diphenhydramine
0,2,0,0,0,0,0,0,0,0,0,1,0,Malaseb,Miconazole
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Genpril,Ibuprofen
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,Ventolin,Salbutamol
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
0,2,0,0,0,0,0,0,1,0,0,0,0,Blephamide,Prednisolone
0,2,0,0,0,0,0,0,0,0,0,1,0,VetraSeb,Miconazole
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
0.75%,1,0,0,1,0,0,0,0,0,0,0,0,Pylera,Metronidazole
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
0,1,0,0,0,0,0,0,0,1,0,0,0,Otomax,Clotrimazole
0,2,0,0,0,0,0,0,1,0,0,0,0,Pred-G,Prednisolone
100 MG ,3,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
0,2,0,0,0,0,0,0,1,0,0,0,0,MILLIPRED,Prednisolone
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
0,3,0,0,0,0,0,0,0,0,0,1,0,Triple Paste AF,Miconazole
0,3,0,0,0,0,0,0,0,0,0,1,0,Vagistat,Miconazole
10 MG,2,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",2,0,0,0,0,1,0,0,0,0,0,0,Proventil,Salbutamol
10 MG,1,0,0,0,0,0,0,0,0,0,0,1,Wal-vert,Loratadine
25 MG/ML,1,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
0,3,0,0,0,0,0,0,1,0,0,0,0,Pred Mild,Prednisolone
800 MG,2,0,0,0,0,0,0,0,0,0,0,1,Duexis,Ibuprofen
40 MG/ML,3,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
0,1,0,0,0,0,0,0,0,0,0,1,0,DermaFungal,Miconazole
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Wal-Profen,Ibuprofen
0.75%,1,0,0,1,0,0,0,0,0,0,0,0,Rosadan,Metronidazole
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Flovent,Fluticasone
0.75%,3,0,0,1,0,0,0,0,0,0,0,0,Nuvessa,Metronidazole
0,2,0,0,0,0,0,0,0,1,0,0,0,Jock-Eze,Clotrimazole
0,2,0,0,0,0,0,0,0,0,0,1,0,Micatin,Miconazole
0,1,0,0,0,0,0,0,0,0,0,1,0,Femmesil,Miconazole
3 MG,2,0,1,0,0,0,0,0,0,0,0,0,Breyna,Budesonide
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Beser,Fluticasone
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,Tact,Diphenhydramine
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Cutivate,Fluticasone
250MG/ 5ML ,2,0,0,0,0,0,1,0,0,0,0,0,Calpol,Paracetamol
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,Accuneb,Salbutamol
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Symbicort,Budesonide
25 MG/ML,3,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
0,3,0,0,0,1,0,0,0,0,0,0,0,Tobradex,Tobramycin
3 MG,2,0,1,0,0,0,0,0,0,0,0,0,Airsupra,Budesonide
800 MG,1,0,0,0,0,0,0,0,0,0,0,1,Motrin,Ibuprofen
 0.25 MG/ACTUAT,1,0,0,0,0,1,0,0,0,0,0,0,Arnuity,Fluticasone
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
50 MG,3,0,1,0,0,0,0,0,0,0,0,0,Aldex CT,Diphenhydramine
250MG/ 5ML ,1,0,0,0,0,0,1,0,0,0,0,0,Calpol,Paracetamol
0,2,0,0,0,0,0,0,0,1,0,0,0,Motazol,Clotrimazole
